category,asin,description,ean,mpn,brand,upc,sold_items,url,sold,ebayID,price
,,,,,,Does not apply,0,http://www.ebay.com/itm/30pcs-6CM-White-Snowflake-Christmas-Tree-Ornaments-Holiday-Party-Home-Decoration/322291867317?hash=item4b0a179eb5%3Ag%3ANocAAOSwfpVZJoBB,67 ,30,0.99
,,,,,,,,http://www.ebay.com/itm/Christmas-Snowman-Cute-Ornaments-Festival-Party-Xmas-Tree-Hanging-Decoration-New/381464068397?hash=item58d107c12d%3Am%3Amk0TYcKTBqJCeKjM_Md5m7Q&var=,270 ,381464068397,1.61
,,,,,,,0,http://www.ebay.com/itm/30pcs-11cm-White-Snowflake-Ornaments-Christmas-Xmas-Tree-Hanging-Home-Decor/262692479954?hash=item3d29b123d2%3Ag%3AlRUAAOSwx2dYGV%7EL,48 ,30,4.99
,,,,,,,,http://www.ebay.com/itm/Christmas-Santa-Claus-Hanging-Ornaments-Festival-Party-Xmas-Tree-Home-Room-Decor/152403201813?hash=item237bf04f15%3Am%3Am0AOeYMah6o0SEjZqxRtK7g&var=,59 ,152403201813,1.52
,,,,,,,,http://www.ebay.com/itm/1pcs-Xmas-Tree-Ornament-Decoration-Party-Holiday-Christmas-Santa-Claus-Gift/201719014507?hash=item2ef763e46b%3Ag%3AWY8AAOSwPCVX-F2W,72 ,1,C $0.99
,,,,,,605945710283,1,http://www.ebay.com/itm/30pcs-Christmas-Drops-Ornaments-Festival-Party-Xmas-Tree-Hanging-Decorations/391632224501?epid=2076383638&hash=item5b2f1980f5%3Ag%3AX6wAAOSwcUBYNAO-,76 ,30,11.48
,,,,,Unbranded,,,http://www.ebay.com/itm/15-30Pcs-Xmas-Snowflake-Ornaments-Christmas-Holiday-Party-Home-Decor-Festival/191684428705?hash=item2ca14843a1%3Am%3AmJdDCrNGkXGdDl55FvG9Q5Q&var=,185 ,15,0.99
,,,,,Unbranded/Generic,,1,http://www.ebay.com/itm/12pcs-Golden-Christmas-Tree-Decor-Xmas-Balls-Baubles-Hanging-Party-Ornament/111833071586?hash=item1a09c53fe2%3Ag%3Aix0AAOSwk1JWb7aw,217 ,12,3.99
,,,,,Unbranded/Generic,,1,http://www.ebay.com/itm/12PCS-Christmas-Balls-Party-Ornaments-Xmas-Tree-Hanging-Decoration-Decor-Home/321899371473?hash=item4af2b29bd1%3Ag%3AUV8AAOSw5IJWfKxP,113 ,12,4.99
,,,,,,,,http://www.ebay.com/itm/5-pcs-Wedding-Party-Christmas-Berry-Xmas-Tree-Decorations-New/322353508400?hash=item4b0dc43030%3Am%3Am81ajc0QyDZVbZTZl3GI7Hg&var=,205 ,5,0.99
